recording_id,dataset_id,subject_id,label,relative_path,n_rows,duration_s,median_dt_ms,min_dt_ms,max_dt_ms,non_increasing_steps,gaps_over_100ms
dataset_b:anna_tremor_05,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_05.csv,1074,20.009,19.0,9.0,89.0,0,0
dataset_b:anna_tremor_06,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_06.csv,1129,20.01,19.0,9.0,89.0,0,0
dataset_b:anna_tremor_07,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_07.csv,1073,20.038,19.0,9.0,80.0,0,0
dataset_b:anna_tremor_08,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_08.csv,1054,20.009,19.0,9.0,89.0,0,0
dataset_b:anna_tremor_09,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_09.csv,1052,20.005,19.0,9.0,109.0,0,1
dataset_b:anna_tremor_10,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_10.csv,1066,20.006,19.0,9.0,80.0,0,0
dataset_b:anna_tremor_11,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_11.csv,1030,20.018,19.0,9.0,80.0,0,0
dataset_b:anna_tremor_12,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_12.csv,1007,20.025,19.0,9.0,90.0,0,0
dataset_b:anna_tremor_13,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_13.csv,1007,20.006,19.0,9.0,110.0,0,1
dataset_b:anna_tremor_14,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_14.csv,896,20.0,20.0,9.0,92.0,0,0
dataset_b:anna_tremor_15,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_15.csv,808,20.007,20.0,9.0,110.0,0,1
dataset_b:anna_tremor_16,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_16.csv,831,20.028,20.0,9.0,159.0,0,4
dataset_b:anna_tremor_17,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_17.csv,918,20.027,20.0,8.0,100.0,0,0
dataset_b:anna_tremor_18,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_18.csv,811,20.049,20.0,9.0,109.0,0,1
dataset_b:anna_tremor_19,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_19.csv,903,20.008,20.0,9.0,109.0,0,1
dataset_b:anna_tremor_20,dataset_b,anna,tremor,data/raw/dataset_b/anna_tremor/anna_tremor_20.csv,766,20.006,20.0,9.0,120.0,0,6
dataset_b:mu_still_01,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_01.csv,1113,20.03,19.0,9.0,70.0,0,0
dataset_b:mu_still_02,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_02.csv,1176,20.0,19.0,9.0,69.0,0,0
dataset_b:mu_still_03,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_03.csv,1186,20.008,19.0,9.0,50.0,0,0
dataset_b:mu_still_04,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_04.csv,1407,20.0,10.0,8.0,50.0,0,0
dataset_b:mu_still_05,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_05.csv,1177,20.001,11.0,8.0,61.0,0,0
dataset_b:mu_still_06,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_06.csv,1053,20.04,19.0,8.0,70.0,0,0
dataset_b:mu_still_07,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_07.csv,1177,20.009,11.0,8.0,100.0,0,0
dataset_b:mu_still_08,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_08.csv,986,20.005,19.0,9.0,79.0,0,0
dataset_b:mu_still_09,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_09.csv,911,20.017,20.0,9.0,89.0,0,0
dataset_b:mu_still_10,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_10.csv,871,20.015,20.0,9.0,90.0,0,0
dataset_b:mu_still_11,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_11.csv,818,20.029,20.0,9.0,110.0,0,1
dataset_b:mu_still_12,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_12.csv,864,20.006,19.0,9.0,91.0,0,0
dataset_b:mu_still_13,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_13.csv,843,20.009,20.0,9.0,90.0,0,0
dataset_b:mu_still_14,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_14.csv,853,20.037,20.0,9.0,100.0,0,0
dataset_b:mu_still_15,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_15.csv,973,20.046,19.0,9.0,80.0,0,0
dataset_b:mu_still_16,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_16.csv,803,20.018,19.0,9.0,129.0,0,2
dataset_b:mu_still_17,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_17.csv,963,20.006,20.0,9.0,70.0,0,0
dataset_b:mu_still_18,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_18.csv,1071,20.018,19.0,9.0,69.0,0,0
dataset_b:mu_still_19,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_19.csv,1078,20.027,19.0,9.0,69.0,0,0
dataset_b:mu_still_20,dataset_b,mu,non_tremor,data/raw/dataset_b/mu_still/mu_still_20.csv,1025,20.038,19.0,9.0,89.0,0,0
dataset_b:mu_tremor_01,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_01.csv,1017,20.007,19.0,9.0,100.0,0,0
dataset_b:mu_tremor_02,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_02.csv,1075,20.004,19.0,9.0,99.0,0,0
dataset_b:mu_tremor_03,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_03.csv,1022,20.005,19.0,9.0,99.0,0,0
dataset_b:mu_tremor_04,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_04.csv,1067,20.025,19.0,9.0,90.0,0,0
dataset_b:mu_tremor_05,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_05.csv,1172,20.005,11.0,9.0,70.0,0,0
dataset_b:mu_tremor_06,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_06.csv,1118,20.007,11.0,9.0,99.0,0,0
dataset_b:mu_tremor_07,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_07.csv,1150,20.003,11.0,9.0,89.0,0,0
dataset_b:mu_tremor_08,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_08.csv,1167,20.006,19.0,9.0,70.0,0,0
dataset_b:mu_tremor_09,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_09.csv,1204,20.006,11.0,9.0,69.0,0,0
dataset_b:mu_tremor_10,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_10.csv,1270,20.008,11.0,9.0,61.0,0,0
dataset_b:mu_tremor_11,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_11.csv,1208,20.008,11.0,9.0,69.0,0,0
dataset_b:mu_tremor_12,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_12.csv,1314,20.0,11.0,8.0,60.0,0,0
dataset_b:mu_tremor_13,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_13.csv,1316,20.019,11.0,9.0,50.0,0,0
dataset_b:mu_tremor_14,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_14.csv,1189,20.007,11.0,9.0,70.0,0,0
dataset_b:mu_tremor_15,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_15.csv,1158,20.017,11.0,9.0,60.0,0,0
dataset_b:mu_tremor_16,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_16.csv,1059,20.0,19.0,9.0,70.0,0,0
dataset_b:mu_tremor_17,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_17.csv,1145,20.006,11.0,9.0,89.0,0,0
dataset_b:mu_tremor_18,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_18.csv,1019,20.029,19.0,9.0,89.0,0,0
dataset_b:mu_tremor_19,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_19.csv,1126,20.008,11.0,9.0,99.0,0,0
dataset_b:mu_tremor_20,dataset_b,mu,tremor,data/raw/dataset_b/mu_tremor/mu_tremor_20.csv,1123,20.007,11.0,9.0,80.0,0,0
